29.5,0.5,19.5,0.87,17.5,0.87
29.25,0.43,21.0,0.0,19.0,1.0
30.0,0.0,21.0,0.0,18.33,0.47
30.0,0.0,21.0,0.0,19.67,0.47
30.0,0.0,21.0,0.0,16.75,1.3
30.0,0.0,21.0,0.0,14.25,0.83
30.0,0.0,21.0,0.0,15.75,0.83
30.0,0.0,21.0,0.0,16.0,1.22
30.0,0.0,22.0,1.22,20.0,1.22
30.0,0.0,23.25,0.83,21.25,0.43
29.5,0.5,21.5,0.5,21.0,0.0
29.75,0.43,21.75,0.43,21.5,0.5
29.75,0.43,21.25,0.43,20.75,0.43
29.25,0.43,20.0,1.41,20.0,0.82
30.0,0.0,20.33,0.47,18.33,0.47
30.0,0.0,20.25,0.83,17.75,0.43
29.25,0.43,21.25,0.43,18.25,0.43
29.33,0.47,21.0,0.0,19.0,0.82
28.75,0.43,22.25,0.43,18.5,0.87
27.67,0.47,24.0,0.0,18.0,0.71
27.25,0.43,24.0,0.0,18.0,0.0
27.5,0.5,24.0,0.0,18.0,0.0
27.75,0.43,23.5,0.5,17.75,0.43
27.75,0.43,23.25,0.43,17.0,1.0
27.75,0.43,23.0,0.0,16.75,0.83
28.0,0.0,21.25,0.43,17.25,0.83
27.5,0.5,21.25,0.43,17.25,0.83
27.75,0.43,21.25,0.43,17.5,0.5
27.75,0.43,21.0,0.0,17.33,0.47
27.5,0.5,21.0,0.0,17.5,0.5
28.0,0.0,21.0,0.0,18.33,0.47
27.0,0.0,21.5,0.5,19.0,1.0
27.75,0.43,21.0,0.0,18.5,0.5
28.25,0.43,21.5,0.5,18.25,0.43
28.33,0.47,21.0,0.0,18.5,0.5
28.75,0.43,21.0,0.0,18.75,0.83
28.25,0.43,21.0,0.0,19.25,0.83
28.0,0.71,21.0,0.0,18.75,0.83
28.5,0.5,19.5,1.12,18.25,0.43
29.0,0.0,19.0,0.71,18.0,0.0
29.25,0.43,18.75,0.43,17.5,0.5
29.25,0.43,20.25,0.83,17.25,0.83
29.5,0.5,20.67,0.47,16.67,0.47
29.5,0.5,19.75,0.83,16.5,0.5
29.0,0.0,20.75,0.43,17.0,1.22
29.25,0.43,21.0,0.0,17.5,0.5
29.0,0.0,21.33,0.47,18.0,0.0
28.5,0.5,22.0,0.0,17.25,1.48
28.67,0.47,21.0,0.0,19.25,0.83
29.5,0.5,20.0,1.0,19.25,1.3
29.25,0.43,18.0,0.0,18.75,0.83
29.75,0.43,18.0,0.0,20.25,0.83
29.75,0.43,18.0,0.0,19.5,0.5
29.5,0.5,18.33,0.47,19.33,0.94
28.75,0.43,18.0,0.0,18.0,0.0
29.0,0.0,18.0,0.0,18.67,0.47
29.0,0.0,18.0,0.0,18.0,0.0
28.75,0.43,18.5,0.5,18.75,0.83
28.0,0.0,21.0,0.0,19.33,0.94
28.67,0.47,21.0,0.0,18.67,0.47
28.75,0.43,18.0,0.71,19.0,1.22
28.5,0.5,15.33,0.47,20.67,0.47
29.2,0.4,15.8,0.75,20.25,0.83
29.25,0.43,18.0,0.0,20.75,0.43
28.75,0.43,18.0,0.0,20.0,1.0
29.0,0.0,18.0,0.0,19.67,0.47
28.5,0.5,18.0,0.0,19.33,0.94
28.75,0.43,16.25,1.09,19.0,0.71
29.0,0.0,16.75,0.43,18.75,0.83
29.0,0.0,17.75,0.43,18.5,0.5
29.25,0.43,18.0,0.0,18.25,0.43
29.0,0.0,17.75,0.43,18.25,0.43
29.67,0.47,18.0,0.0,18.67,0.94
30.0,0.0,18.33,0.47,18.0,0.0
29.67,0.47,17.25,0.83,18.0,0.0
29.33,0.47,14.33,0.94,18.0,0.71
29.25,0.43,14.5,0.87,17.25,0.43
29.75,0.43,16.0,1.22,18.0,0.71
30.0,0.0,18.0,0.0,18.5,0.5
29.75,0.43,18.0,1.41,17.25,1.48
29.33,0.47,20.0,0.0,17.67,0.47
30.0,0.0,18.75,0.43,21.0,2.12
29.5,0.5,18.0,0.0,22.5,0.5
29.5,0.5,21.0,0.0,21.67,0.47
30.0,0.0,18.0,0.0,21.25,0.43
30.0,0.0,17.33,0.47,21.0,0.0
30.0,0.0,16.5,0.5,20.75,0.43
30.0,0.0,16.25,0.43,21.25,0.43
30.0,0.0,17.25,0.43,21.5,0.5
30.0,0.0,16.0,0.71,22.33,1.25
30.0,0.0,20.25,0.83,22.75,0.83
30.0,0.0,21.33,0.47,23.5,0.5
30.0,0.0,21.8,0.75,21.0,0.71
30.0,0.0,20.67,0.47,20.75,0.43
29.25,0.43,20.75,0.43,20.5,0.5
29.67,0.47,19.33,0.94,19.75,1.3
29.75,0.43,18.25,0.43,21.0,0.0
29.25,0.43,20.5,0.87,20.5,0.87
29.25,0.43,19.5,1.5,18.5,0.5
29.0,0.0,19.0,0.0,17.75,1.09
29.0,0.71,19.0,0.0,18.25,1.64
28.75,0.43,19.67,1.25,18.33,0.47
29.75,0.43,20.25,1.3,19.0,1.0
30.0,0.0,19.5,0.5,20.0,1.22
29.25,0.43,18.0,0.0,19.25,0.83
29.0,0.0,18.0,0.0,21.0,0.0
29.25,0.43,18.0,0.0,20.25,0.83
30.0,0.0,17.5,0.5,20.0,0.0
30.0,0.0,18.0,0.0,19.25,1.3
29.5,0.5,17.0,0.82,20.33,0.94
29.0,0.0,18.0,0.82,20.25,0.83
29.75,0.43,18.5,0.87,21.0,0.0
30.0,0.0,20.5,0.5,21.0,0.71
29.33,0.47,20.5,0.5,19.67,1.25
30.5,0.5,23.5,0.87,23.25,1.3
29.25,0.83,21.5,0.5,24.0,0.0
27.5,0.5,20.5,0.5,21.75,0.83
29.33,0.47,21.0,0.0,23.67,0.47
28.25,1.09,21.0,0.0,23.5,0.87
27.67,0.94,20.67,0.47,21.5,0.87
28.5,0.5,17.33,0.94,22.0,0.82
28.0,0.0,16.0,0.0,22.67,1.25
28.0,0.71,17.5,0.5,21.0,0.0
27.67,0.47,17.67,0.47,20.75,0.43
27.33,0.47,18.0,0.82,19.75,0.83
28.0,0.82,18.5,0.5,20.0,0.82
28.0,0.82,19.75,0.83,20.0,1.41
28.33,1.25,20.5,0.5,20.0,0.82
30.0,0.0,18.33,0.47,19.5,1.12
30.25,0.43,18.0,0.0,21.0,0.0
30.0,0.0,17.5,0.5,21.25,0.43
30.0,0.0,16.75,0.83,21.0,0.0
30.0,0.0,16.0,0.82,21.0,0.0
30.0,0.0,20.5,0.5,21.33,0.47
29.75,0.43,21.0,0.0,21.25,0.43
30.0,0.0,21.25,0.43,21.25,0.43
30.0,0.0,18.75,0.83,20.67,0.47
30.0,0.0,17.75,0.83,20.75,0.43
30.25,0.43,16.5,0.87,21.0,0.0
30.0,0.0,17.0,0.71,20.75,0.43
30.0,0.0,17.67,0.47,20.5,0.5
30.0,0.0,18.0,0.0,20.5,0.5
30.25,0.43,18.0,0.0,20.5,0.5
30.0,0.0,18.0,0.0,20.5,0.87
30.25,0.43,17.5,0.5,20.75,0.43
30.33,0.47,17.5,0.5,21.0,0.82
31.33,0.47,18.75,0.43,22.33,0.94
30.5,0.5,19.0,0.71,20.75,0.43
30.0,0.0,16.67,0.94,21.0,0.82
30.33,0.47,17.5,0.5,21.0,0.0
31.0,0.82,18.0,0.0,21.25,0.43
30.0,0.0,18.5,0.5,21.5,0.5
30.0,0.0,20.5,0.5,21.75,0.83
30.0,0.0,20.75,0.43,21.5,0.87
30.0,0.0,21.0,0.0,21.0,0.0
30.0,0.0,21.0,0.0,20.25,0.83
30.25,0.43,20.75,0.43,20.5,0.5
30.25,0.43,21.0,0.0,21.0,0.0
30.0,0.0,21.25,0.43,21.0,0.0
30.0,0.0,21.75,0.83,20.5,0.87
30.5,0.5,21.0,0.0,20.75,0.43
30.0,0.0,23.25,0.83,21.5,0.5
30.0,0.0,24.0,0.0,21.0,0.0
30.0,0.0,22.25,1.3,21.0,0.0
30.0,0.0,21.5,0.87,21.0,0.0
30.0,0.0,23.75,0.43,21.0,0.0
30.0,0.0,23.5,0.5,21.5,0.5
29.5,0.5,23.25,0.43,21.0,0.0
29.5,0.5,22.5,0.5,21.0,0.0
29.0,0.0,21.67,0.47,20.0,0.82
29.0,0.0,21.0,0.0,18.67,0.47
30.0,0.0,21.0,0.0,19.25,0.83
30.0,0.0,21.0,0.0,21.0,0.0
30.0,0.0,20.67,0.47,20.5,0.5
30.0,0.0,20.0,0.71,20.5,0.5
30.0,0.0,20.0,0.0,20.5,0.5
30.0,0.0,19.0,0.71,20.75,0.43
30.0,0.0,18.0,0.0,20.5,0.5
30.0,0.0,18.67,0.47,21.0,0.0
30.0,0.0,19.0,0.89,20.8,0.4
30.33,0.47,18.0,0.0,20.33,0.94
30.0,0.0,20.75,0.43,20.0,0.82
30.0,0.0,24.0,0.0,20.25,0.83
29.33,0.94,22.0,1.41,21.0,0.71
27.67,0.47,19.0,0.82,21.0,0.71
28.75,0.43,22.25,0.83,20.25,1.3
29.33,0.47,20.75,2.28,22.33,1.25
29.33,0.94,20.67,0.94,23.5,0.87
29.25,0.43,21.75,0.83,21.25,2.38
29.5,0.5,19.5,1.5,21.75,2.49
29.25,1.3,16.0,0.82,20.0,1.41
27.0,0.0,18.75,2.49,23.33,0.94
26.67,0.47,23.75,0.43,21.33,0.47
26.5,0.87,22.5,1.12,21.0,0.0
27.75,0.83,21.0,0.0,20.75,1.09
27.33,0.47,17.33,2.05,19.0,1.22
28.0,0.0,17.0,0.71,19.5,1.12
28.75,0.43,18.25,0.43,18.5,1.5
29.0,0.0,18.0,0.0,17.67,1.25
27.5,0.5,19.25,1.64,17.25,0.83
27.5,0.5,22.0,1.0,14.0,1.22
27.0,0.71,20.25,0.83,12.5,2.18
26.33,0.94,21.0,0.0,7.5,1.12
26.0,0.71,16.33,1.25,14.33,3.86
26.5,0.5,17.0,1.41,16.0,1.41
27.33,0.47,18.0,0.0,19.33,2.36
28.0,0.82,18.75,0.43,20.67,0.47
29.0,0.0,18.0,0.0,19.33,0.47
28.67,0.47,18.67,0.94,18.25,0.43
28.0,0.0,19.33,1.25,18.0,0.0
29.0,0.0,20.25,0.43,18.25,0.43
28.0,0.71,20.5,0.87,19.25,1.3
27.5,0.5,20.0,1.58,20.5,0.5
28.0,0.71,21.75,0.83,19.0,1.41
27.0,0.71,20.33,0.47,17.0,1.41
27.5,0.5,21.0,0.0,16.5,1.12
27.0,0.0,21.0,0.0,17.5,0.5
26.75,0.43,19.75,0.83,17.0,1.22
28.0,0.0,20.5,0.5,18.0,0.0
27.0,0.0,20.33,0.94,16.5,1.66
27.0,0.0,18.4,0.49,10.75,1.09
27.0,0.0,20.75,0.43,15.25,2.95
25.67,0.47,21.75,0.83,10.67,1.7
27.0,0.0,21.0,0.0,10.33,1.7
25.75,0.43,21.0,0.0,12.5,0.87
25.33,0.47,19.67,0.47,13.0,1.0
26.5,0.5,19.25,0.83,13.25,1.3
27.0,0.0,20.0,0.0,12.25,0.43
27.0,0.0,18.0,1.22,14.5,1.5
27.0,0.0,18.0,1.41,14.75,1.09
27.0,0.0,16.0,1.58,16.25,1.09
27.0,0.0,17.5,0.5,13.5,1.12
27.0,0.0,16.0,1.22,15.0,1.87
27.0,0.0,15.0,0.0,18.33,0.47
27.0,0.0,14.75,0.43,19.0,0.82
27.0,0.0,15.33,1.7,18.33,0.47
26.75,0.43,20.25,1.3,18.25,1.79
26.67,0.47,23.33,0.47,19.5,1.12
27.0,0.0,22.5,1.5,20.25,1.48
25.5,1.5,23.67,0.47,0.0,0.0
21.4,1.62,21.8,2.23,16.17,1.21
23.5,0.87,25.75,1.09,12.67,0.94
20.67,0.94,27.0,0.0,13.5,1.5
21.25,0.43,27.5,0.87,10.0,1.0
22.5,0.5,28.0,0.82,9.0,0.0
23.67,0.47,27.0,0.0,9.0,0.0
23.0,0.71,27.0,0.0,9.33,0.47
23.67,0.47,27.0,0.0,10.0,1.22
24.0,0.0,27.0,0.0,10.75,0.83
24.33,0.47,27.0,0.0,13.0,1.58
0.0,0.0,25.0,0.0,0.0,0.0
24.0,0.0,24.25,0.43,11.0,1.0
24.0,0.0,25.0,0.0,9.33,0.47
24.0,0.0,25.0,0.0,9.33,0.47
24.33,0.47,25.5,0.5,10.33,0.94
24.67,0.47,26.67,0.47,12.75,2.49
23.5,0.5,25.67,0.47,10.0,0.0
23.25,0.83,25.5,0.5,9.33,0.47
22.5,0.5,26.5,0.5,9.0,1.41
22.25,0.43,26.75,0.43,9.5,0.87
23.67,0.47,27.0,0.0,8.75,0.43
24.0,0.0,27.0,0.0,9.0,1.87
24.0,0.0,27.0,0.0,6.0,0.0
24.67,0.47,27.33,0.47,9.75,2.28
25.0,0.0,25.33,1.25,13.33,1.89
20.25,2.28,23.0,1.58,16.25,3.03
20.5,0.5,24.0,0.0,14.0,1.0
22.0,0.71,21.25,0.43,14.0,1.22
23.0,0.71,20.75,0.43,13.75,0.83
23.75,0.43,22.0,1.22,17.75,2.17
22.0,0.71,20.25,2.17,20.75,0.43
21.25,0.43,11.75,2.05,20.75,0.43
21.75,0.83,12.5,2.06,21.75,1.3
25.25,7.05,18.0,4.24,23.5,2.29
27.25,5.07,30.75,1.3,25.0,1.22
36.25,0.43,30.25,0.83,23.5,2.5
37.25,1.3,29.0,1.22,12.75,6.76
37.5,1.5,27.5,3.2,19.5,3.35
36.5,0.87,25.5,2.06,15.5,2.29
36.0,0.0,24.0,0.0,9.25,1.09
36.0,0.0,25.0,1.22,6.0,3.74
36.0,0.0,27.33,0.47,11.33,0.47
36.0,0.0,28.5,1.12,12.33,0.47
35.25,1.3,29.5,0.5,12.25,0.43
35.75,0.43,29.5,0.5,12.5,0.87
31.33,0.94,35.0,1.41,8.0,4.64
30.25,1.79,33.25,1.79,8.5,2.29
29.75,0.43,30.0,1.22,7.5,3.35
28.0,1.41,29.25,1.92,7.0,0.0
25.25,0.83,28.5,3.2,11.75,2.95
26.0,0.71,30.75,1.3,17.5,1.8
25.25,0.83,32.67,0.47,17.0,0.82
23.0,1.41,32.25,0.83,16.0,1.41
23.0,0.82,23.0,1.22,5.5,0.5
24.0,0.0,26.25,1.79,7.5,1.5
26.33,0.94,25.0,1.22,13.67,3.4
25.67,0.47,25.75,1.3,7.0,1.41
26.25,0.83,27.5,0.5,10.75,0.83
25.0,0.0,27.0,0.0,9.5,0.5
25.0,0.0,26.5,0.5,9.75,0.83
24.75,0.43,26.75,0.43,10.75,1.3
23.75,1.09,26.75,0.43,10.25,0.43
22.33,0.47,26.67,0.47,9.0,0.0
23.67,0.47,25.5,0.5,5.0,4.0
24.0,0.0,24.0,0.0,3.0,0.71
24.5,0.5,24.0,0.0,6.0,0.71
24.33,0.47,23.75,0.43,6.0,0.82
23.67,0.47,23.0,0.0,4.67,1.25
24.0,0.0,22.25,0.43,4.75,1.09
24.0,0.0,22.0,0.0,6.0,0.0
24.0,0.0,21.67,0.47,5.67,0.47
23.5,0.5,21.0,0.0,5.25,1.3
24.0,0.0,20.5,0.87,8.67,2.05
21.67,0.94,18.25,4.15,14.0,2.94
23.5,0.87,28.5,2.6,12.5,4.09
25.0,0.71,18.25,3.56,18.0,0.71
24.0,1.41,20.67,4.03,14.0,1.63
24.33,0.47,22.75,4.76,14.0,2.94
25.67,0.47,30.0,0.0,3.5,2.69
25.67,0.47,27.75,0.83,12.0,0.82
26.75,0.43,30.5,0.87,9.75,2.49
26.0,0.71,22.5,3.35,16.75,2.95
24.5,0.5,19.5,1.66,18.0,0.0
24.25,0.43,15.75,1.79,18.5,1.12
22.0,1.41,21.75,2.86,17.75,1.79
20.75,0.43,26.5,0.87,12.75,1.3
23.33,0.94,25.25,1.3,14.33,3.86
23.33,0.94,22.5,3.35,15.67,2.05
23.67,0.47,21.0,3.27,16.0,4.0
24.5,0.5,27.25,3.27,11.5,1.12
24.0,0.0,24.5,2.87,13.75,2.38
24.5,0.5,28.75,0.43,11.0,2.92
24.33,0.47,23.75,0.43,17.33,0.94
24.33,0.47,24.33,0.47,15.0,1.58
24.0,0.0,24.0,0.0,14.5,2.6
24.25,0.43,23.75,0.43,17.25,1.3
26.5,0.5,22.75,1.64,16.5,1.5
26.0,0.0,21.75,3.34,16.25,1.79
26.0,0.71,23.0,2.35,16.25,3.03
27.0,0.0,25.25,2.86,14.67,4.03
26.5,0.87,23.0,1.22,13.0,1.22
27.0,0.0,17.5,3.35,13.0,1.41
28.25,0.83,19.0,1.58,13.75,1.3
29.25,0.43,22.5,1.5,14.75,1.09
27.5,0.87,23.0,0.82,15.33,0.47
27.25,0.43,25.5,1.12,16.0,1.0
25.25,1.92,25.5,1.5,15.0,0.0
22.75,2.17,24.75,1.3,15.0,0.0
20.33,0.94,27.0,0.0,12.5,0.5
22.67,1.25,27.33,0.47,12.33,0.47
25.5,0.5,26.75,0.43,12.0,0.0
25.5,1.5,26.25,0.43,13.75,1.3
25.5,1.5,27.75,1.3,12.5,0.5
31.0,3.0,26.25,2.49,17.25,4.92
26.0,2.83,27.0,2.45,20.75,2.05
34.5,2.6,32.75,0.43,22.0,2.12
36.5,7.76,31.67,3.09,24.5,2.87
42.75,6.53,27.0,4.64,23.25,3.34
38.25,1.92,22.33,1.25,16.33,1.25
34.25,1.3,24.0,0.0,13.4,3.93
33.0,3.67,14.75,4.26,20.5,5.32
31.0,1.22,22.5,3.84,14.0,6.68
29.75,0.43,24.75,1.3,23.0,3.39
24.25,2.95,22.25,1.3,29.0,1.73
22.75,0.83,20.75,0.43,30.0,0.0
28.0,2.35,21.0,0.0,31.33,0.94
25.5,4.03,21.0,0.0,30.25,0.43
17.33,0.47,20.0,0.71,28.67,0.47
15.25,0.43,19.75,0.43,29.75,0.43
17.67,0.47,18.33,0.47,30.0,0.0
18.25,0.43,18.75,0.83,31.25,1.3
19.0,0.71,17.25,0.83,27.75,1.3
18.75,0.83,15.5,0.5,30.25,0.43
20.75,0.43,16.75,0.83,31.75,0.83
20.75,0.43,17.75,0.43,33.0,0.0
22.0,1.22,18.75,1.79,22.0,4.74
22.75,0.83,20.0,0.71,15.0,3.67
23.5,0.5,19.75,0.83,17.25,3.27
24.0,0.0,21.0,0.0,20.5,0.5
23.6,0.49,21.0,0.0,20.75,0.83
22.75,0.43,21.0,0.0,18.5,1.5
21.33,0.47,21.0,0.0,22.25,1.3
21.0,0.0,21.0,0.0,26.0,1.22
21.0,0.0,21.0,0.0,25.5,1.12
21.0,0.0,18.75,0.83,17.25,3.96
21.0,0.0,19.0,0.71,22.0,4.06
21.0,0.0,19.67,0.47,25.0,1.41
21.0,0.0,19.5,1.12,26.0,1.41
21.0,0.0,17.5,0.5,23.75,3.27
21.0,0.0,18.67,0.47,25.75,4.02
21.0,0.0,18.0,0.0,28.5,0.5
21.75,0.83,18.0,0.0,28.0,0.71
22.75,0.43,16.5,1.12,26.25,1.3
22.25,1.09,17.33,0.94,29.0,1.41
22.0,0.71,17.25,0.83,22.0,3.61
21.5,0.5,15.5,0.87,21.75,2.59
22.67,0.47,18.0,0.0,25.67,1.25
22.5,0.5,13.5,2.06,25.75,3.27
23.67,0.47,17.67,0.47,26.25,2.86
23.5,0.5,15.75,1.3,28.5,1.5
23.0,0.71,11.25,2.49,26.75,1.92
22.25,0.43,15.5,0.87,29.5,1.5
23.75,0.43,17.67,0.47,25.67,3.09
24.25,0.43,13.33,1.25,30.0,2.45
25.33,0.47,14.75,1.09,25.33,3.68
